TweetID,LangID,TopicID,HateLabel,tweet_text
1343955016449720325,0,1,2,"Lanet olsun yine ve yine kadın cinayetleri.. ne zaman bitecek ne zaman çözümü bulunacak ne zaman rahat nefes alabileceğiz. Yeter artık. Allah hepinizi kahretsin, cezasını versin! Allah rahmet eylesin, milletimizin başı sağolsun. Sözün bittiği yer yazık.. #AylinSözer"
1343951673673318401,0,1,2,
1343948455782313984,0,1,2,"Teknolojinin ve yaşam şartlarının bu kadar geliştiği bir çağda kadın cinayetleri, zihniyetlerin karanlık çağlarda kaldığını gösterir.
Lanet olsun böyle zihniyete."
1343945796560019459,0,1,2,"Şu kadın cinayetleri bitsin artık yeter lanet olsun böyle erkekliğe utanıyorum artık
#AylinSözer"
1343944065373581312,0,1,2,
1343943435817017345,0,1,2,
1343941182846603269,0,1,2,
1343940425795719170,0,1,2,"Kadın cinayetleri politiktir. Lanet olsun böyle düzene. 
#AylinSözer
#İstanbulSözleşmesiYaşatır https://t.co/RYSy7L8LkR"
1343939248722993152,0,1,2,"Bu yönetimle bu idareyle bu eğitimle devam edildiği sürece bu ülkede ne kadın cinayetleri biter ne hayvana tecavüz ne de sapkınlık ve cahillik, Her bi bokunuza, her bi cefanıza katlanan kadına kalkan elleriniz kopsun #Aylinsozer"
1343933115157389312,0,1,2,"Hergün kadın cinayetleri , çocuk tecavüzleri, bu canilere göz yuman devlet ve 
Bir kereden bisey olmaz , kendi rızası da vardı diyen devlet yetkilileri hepinize Lânet olsun. Midemiz bulandı.   
  #AylinSözer
#AylinSoezer https://t.co/FLZEV6yzuY"
1343931147689074688,0,1,2,"Boğazlarımızın düğümlendiği
Sözlerin Kifayetsiz kaldığı,
Ülkemizin En Yakıcı Sorunlarından Biri olan Kadın Cinayetleri 
Dilerim ki biran önce biter...
Rabbim Sizleri Kahhar İsmiyle 
Kahretsin İnşallah, Lanet olsun...
#aylinsozer https://t.co/vXvo3nLg3t"
1343927840052563968,0,1,2,
1343925033442357248,0,1,2,Ben artık her gün kadın cinayetleri olan bi ülkede gözümü açmak istemiyorum lanet olsun ya #AylinSözer
1343920764551114755,0,1,2,"Sizin artık Allah belanızı versin ya.Her gün yeni bir kadın ismi yeni bir cinayet haberi. Çekin ellerinizi kadınların üzerinden. Bu ülkede kadınları koruyamayacaksanız o koltukta oturmayacaksınız. 
Kadın cinayetleri politiktir. #AylinSözer"
1343917923463737345,0,1,2,Kadın cinayetleri politiktir lanet olsun sisteminize..#AylinSözer
1343917521158758400,0,1,2,
1343915714764300288,0,1,2,"Bu nasıl vicdansızlik, bu nasıl bi canilik Allah belanı versin, senin gibi serefsizleri verin halkın eline bunlari bakın bakalım bir daha oluyormu kadın cinayetleri en güzel adaleti emin olun Halk verir. Bu adalet sistemi ile katillere resmen çiçek veriyorsunuz. #AylinSözer"
1343915393224761344,0,1,2,
1343914671351492608,0,1,2,
1343910601656066048,0,1,2,Vahşet artık normal olmayan başladı kadın cinayetleri artık her gun karşımıza çıkıyor.Lanet olsun  ve bir erkek olarak utanıyorum.Hala kadın cinayetlerine sessiz kalinmaya devam edilip ceza indirimlerine  gidilirse bu vahşet devam edicek yazıklar olsun #AylinSözer
1343901498590244865,0,1,2,#AylinSözer Bu nedemek bu nasil bir canilik kadin erkek teror cinayet hic düşünmeyin direk elektrikli sandalyeye bu nasil bir toplum yazıklar olsun @adalet_bakanlik @abdulhamitgul @Akparti @AKKADINGM @cenginyurt52 @meral_aksener kadına şiddet #agircezadayargilansin
1343899444933251072,0,1,2,
1343899194482896896,0,1,2,"Yasalarda düzenlemeler yapılmalı, kadın cinayetleri, tecavüz, terör suçlarına, yüksek uyuşturucu suçlarına İDAM CEZASİ gelmelidir. #AylinSözer yeter artık YETER! https://t.co/oR1ZV3j51H"
1343881292568555521,0,1,2,"10 dakikada oylanıp kabul edilebilecek kadın cinayetleri yasası hala mecliste bekletiliyor. Her öldürülen kadının katili aynı zamanda sizlersiniz! O katillere çanak tutan sizlersiniz! Allah belanızı versin sizin! 
#AylinSözer"
1343528097614880769,0,1,2,"Emek hirsizlarina yoksulu görmezden gelene Kadin haklari savunamayan yetkililere sahipsiz birakilan çoçuklara, hayvanlara Adalet eksikliğine vicdan yoksunluğuna merhameti cüzdanin' da bilenlere Lanet olsun..#2020yeBirSoezBırak"
1343325236641624064,0,0,2,
1343314378343460865,0,1,2,
1285002366186651648,0,1,2,#HDPdetecavuez  perzevenk kandile gidemiyor partisinde çalışan kadınlara tecavüz ediyor seni taksimde recm etmek gerekir.Şeytan tükürmüş suratına lanet pislik. Feministler iki yüzlü şarlatanlar hani kadın hakları.LÂNET OLSUN ZALİMLERE İKİ YÜZLÜ ŞEYTANLARA LÂNET OLSUN  Hdpkk
1284897765382914048,0,1,2,
1284791077082476545,0,1,2,"HDP’li vekil Tuma Çelik bir kadına tecavüz etti malum kitle üç maymunu oynuyor.

Teröristlere sahip çıkmanıza engel olamadık ulan bari sapıklara tepki gösterin.!

Tek derdiniz LGBT'İ ye özgürlük
#diyanetkapatılsın, başka bir sorununuz yok.!"
1284764721284100098,0,1,2,"#HDPdetecavüz var ama hdp chp ip Sözcü birgün tele1 halktv kadın hakları savunucuları hepsi sesiz
Tecavüz pkklılarda serbestmi? Hiç sesiniz çıkmıyor?"
1284731614757629959,0,1,2,"HDP Milletvekili Tuma Çelik'in bir kadına tecavüz etmesinin açığa çıkması üzerine partisinden istifa etti.

Ne partisinden.. 
Nede sözde kadın hakları savunucularından tepki gelmedi.

HDP'li olmasa.. 
Birde twitir hesabında yeşil nokta olsaydı vay halineydi!

#HDPdetecavüz"
1284636465088073729,0,1,2,"Neyini yadırgıyorsunuz hdp'nin alayı Lgbt değilmi,bu ermeni soyları dağa gönderdiği kızlara yıllarca tecavüz etmedimi.Üzücü olan Atatürk'ün partisiyiz diyen Chp'den ses çıkmıyor.Nerdesin Lan apo itinin avukatı Sezgin... #HDPdetecavüz"
1284614274464264200,0,1,2,
1284611920386043907,0,1,2,"HDP’nin sözde Mardin Milletvekili Tuma Çelik’in seçim çalışmaları sırasında düzenlenen dernek toplantısına katılan bir kadına tecavüz ettiği ortaya çıktı. 
Irz düşmanlığında, iğrençlikte birbirleriyle yarışıyorlar.
Kadın hakları, barış diyen CHP, İP Neredesiniz ?  
#HDPtecavüzcü https://t.co/6XUUap6EBC"
1284610614107799559,0,1,2,"Eşini aldatıp, döverek hastanelik eden hdp Muş vekili Mensur Işık’tan sonra yine hdp Mardin vekili Tuma Çelik  bir kadına tecavüz etmiş. 

Bu sapıklar mı kadın hakları savunan parti şimdi ?"
1284604224630853632,0,1,2,"Hdp taciz
CHP bu olaydan zarar görmemek adına 
Kadın hakları deniyor kadının ka'sı geçmiyor
Taciz deniyor tacizin ta'sı geçmiyor
Sıradan bir istifa gibi göstermeye çalışıyor yazıklar olsun size"
1284546143163228161,0,1,2,Tecavüz ile suçlanan hdpli vekilin 1 değil 3 kadına tecavüz ettiği iddia ediliyor.neden şaşırıyoruz ki?vatanını satan mahlukların namus diye bir bilinci mi olacaktı?lgbt'yi pedofil'yi savunan yaygınlaştıran normalleştiren kurumlar varken bu yaşananlar anormal mi?
1284539057536675842,0,1,2,
1284533048663584768,0,1,2,"Bir HDP'Lİ vekil bir kadına tecavüz ediyor.Savcılık bunu belgeliyor.

Ancak SUSMA diye şarkı yapanlar, Kadın hakları diye bağıranlar ortada yok.

Herkes biliyor ki sol kesim her pisliği yapar, ancak başkalarını suçlamakta da mahirdir.

#HDPyeSUSMA
#HDPdetecavüz"
1284528512225992704,0,1,2,"Sürekli üstünü örtmeye çalışıyorlar ama olan oldu. Maske düştü kel göründü. Sürekli milleti tenkit ediyorlar. Kadın hakları diye ciyaklıyorlar. Kendi yaptıklarına bak. Baskı, zorbalık, taciz, hakaret... İşte HPD!..  #HDPdetecavüz"
1284527724137259008,0,1,2,"Bir tane vekile, tecavüz ettiği gerekçesiyle soruşturma açılıyor. O vekil (HDP) de partisinde istifa ediyor. İnsan hakları savunucusu olduklarını iddia eden sol gazeteler tecavüz olayını perdeliyor. Kadın hakları için kurulan platformlardan da ses yok."
1284522197164449793,0,1,2,
1284518043863994375,0,1,2,#HDPdetecavüz tencere tava çalan kadın hakları koruma derneği den hiç ses yok kınama yok neden yoksa onlar da mı tecavüz edenin yanindalar bi kadına sahip çıkmak yerine
1284517566887731201,0,1,2,"HDPKK M.vekili bir kadına tecavüz ediyiyor.
Bir m.vekili karısını hastanelik edene kadar dövüyor. 
Yandaş basın , gazeteler,gazeteciler,kadın hakları savunucuları barolar CHPKK susuyor. 

Düşünsenize bunu AKPARTİ li bir vekil  yapsaydı ne olurdu?

#HDPdetecavüz https://t.co/NDIyFPKEaF"
1284508864944254977,0,1,2,"Hdp'de eşine ağır darp,Hdp'de tecavüz,Hdp'de tecavüze uğrayan mağdur kadına,kendisi de kadın olan Hdp vekilinden,ifadeni geri çek baskısı
Hümanist geçinen TÜRK düşmanı yalloşlar, Hdp kasığında bit gibi gezen TÜRK düşmanı komünist döl israfları
Alın size
Demokrasi,kadın hakları."
1284508432918286336,0,1,2,
1284505619945447425,0,1,2,
1284503195503427585,0,1,2,"Kadın hakları deyince en önde olanlar tecavüze uğrayan kadın kendilerinden olmayınca kör, sağır ve dilsizler hdp milletvekilli pkk lı tuna çelik dağda ki terörist arkadaşları gibi şaşırtmadı şimdi herkesi kadın haklarına sahip çıkmaya bekliyoruz. #HDPdetecavüz"
1284502329560117251,0,1,2,"Neredesiniz sözde kadın hakları savunucuları, CHP ve İP? Bir kadına tecavüz ediliyor sesiniz çıkmıyor? HDPKK ittifak ortağınız olduğu için mi göz yumuyorsunuz? @kilicdarogluk @meral_aksener #HDPdetecavüz  Mezhepçi gazetelerin aşağılık başlıklarına bakın, nasıl gizliyorlar olayı. https://t.co/FDLfo7HDtI"
1284499951741997056,0,1,2,
1284498940285550593,0,1,2,"Terör desen var, tecavüz konusunda çok ileriler, kadına şiddet sıradan işleri, baskı ve tehditte sınır tanımıyorlar. Ama gel gör ki, hak, hukuk, adalet, kadın hakları, özgürlük söylemleri dillerinden düşmüyor. Ortaklarının ise sesi çıkmıyor. # HDPdetecavüz #namusssuzsunuz"
1284496122191519745,0,1,2,"#HDPdetecavüz
Hdpli tecavüzcü için açıklama yapan feministler , kadın hakları savunucuları oldumu ? 
Onlar için tecavüzden önemli sanırım,  tecavüz eden..."
1284494322356883456,0,1,2,"Bu pkk denen kavatlar dağdaki kadın teröristlere tecavüz ederken, şehirdekilerde hdp il teşkilatında olan bayanlara tecavüz ediyor
Aferin böyle devam👏👏👏

Kadın hakları diye birşey sizin için önemsiz çünkü onlar sizin gözünüzde mal...
#HDPdetecavüz"
1284493941887377415,0,1,2,"Zaten HDP değil miydi kadinlari dağda zorla alikoyup sırayla tecavüz edenler? Nerde sözde kadın hakları savunucuları? CHP ve HDP ye sıra gelince bütün feministler, bütün özgürlükçüler sus pus! Pardon onlar yapınca herşey mübahtı değil mi?  #HDPdetecavüz"
1284491462248484865,0,1,2,
1284490657432842243,0,1,2,"Hee tecavüz eden HDP'limiymiş...

O zaman Kadın hakları savunucuları
Demokrasi havarileri
İslam düşmanı
0r0spu ç0cuklarının Hepsi 
Sessiz olabilirler.

Çok da mühim değil , değil mi? 

#HDPdetecavüz"
1284488254843232257,0,1,2,"İtirafçı olan 1150 terörist PKK'nın tecavüz üssü haline gelen Kandildeki iğrençlikleri anlattığında susanlar; bugün kendi Mv’nin şehirdeki tecavüzüne de kör ve sağırlar!

Kadın hakları diye en çok bağıran samimiyetsizler bir kez daha gösterdi ki;

Dağdaki de aynı şehirdeki de!! https://t.co/Oqz0Vmzqed"
1284488216188530689,0,1,2,Hiç bir kadın feminist örgütleri yada buradan bu tarz şeylere tepki veren aktivist marjinal hesapların hdp li tecavüz zanlısı vekile tepki vermemesi enteresan
1284485372018413568,0,1,2,"hdpyi tecavüzle vuramazsınız! #HDPdetecavüz vakai adiyedendir. Bunlar değil mi ki lgbt saflarında en önde yer alan, tecavüz edip tecavüze karşı yürüyen?!!!"
1284484526115360768,0,1,2,
1284483649728057344,0,1,2,Kadın hakları savunucuları sözde gelişmiş kültürlü terörist sever Şerefsizleri alalım sahneye nerdesiniz?..CHP'e içinde aynıdır CHP'liler  Ensar Vakfı için Ortalığı Ayağa Kaldırdıkları gibi Seçim Ortakları HDPKKakalılar için Kesinlikle Üç Maymunu Oynayacaklardır!.. #HDPdetecavüz https://t.co/y5qKaa8tHs
1284478520140472321,0,1,2,Chpli dostlarım ortada tecavüz var korkmayın tecavüz eden chpden değil. Bana sakın bundan sonra yok kadın hakları yok şiddet falan demeyin tecavüzcüleri bile ayırır haldesiniz. Yazık #HDPdetecavüz
1284477594293932035,0,1,2,
1284476682548711424,0,1,2,"#HDPdetecavüz gayet normal. Bunların babası Apo piçide bir çok kadına zamanında tecavüz etmiştir. Kadın hakları savunucuları kör, sağır ve dilsiz çünkü korkaklar. https://t.co/fX3nmLl8Qq"
1284476275692843008,0,1,2,"Eyyy feminist kadın örgütleri
Eyyy benim bedenim,bedenim kararım diyen kadın hakları savunucuları; hdpkk’lı bu alçağın işlediği tecavüz suçunu neden haykırmıyorsunuz?? 
#HDPdetecavuz skandalına sessiz kalmayın.. https://t.co/PTPOhSVhe9"
1284474646700740610,0,1,2,
1284474076598341634,0,1,2,
1284473096259416064,0,1,2,"Feminist örgütlenmeler, siz benden duymuş olmayın ama soruşturma evli bir kadına tecavüz etmesiyle ilgili...

#HDPdetecavüz https://t.co/IgMS2emvLl"
1284472732294492165,0,1,2,"Benim Anlamadığım

Kendi Vekillerinin Tecavüz ettigi Kadının Bunlar Gözünde Onuru Yokmu ?

Yoksa Vekil Kadın Olmayan Birine mi Tecavüz Etti Bizmi Yanlış Biliyoruz Sonuçta LGBT'ye Çok Düşkünler Hiç Bir Feminist Sayfa Haber Yapmıyor ? #HDPdetecavüz"
1284471063276118018,0,1,2,"HDPde tecavüz skandalının ardından, iktidar tecavüzcüleri koruyor diyen HDP’li Hüda Kaya, tecavüz mağduru kadını sessiz kalması için defalarca aramış.

Tecavüz eden Hdp ""liye kadın hakları falan anında unutulmuş

Gerci kıçlarını teröristlere dayayandan ne bekleniR.

#HDPdetecavüz https://t.co/zdf0zbUNXS"
1284467998896553985,0,1,2,"Nerdesiniz kadın hakları savunucuları ,meşhur demokratik Hdp lil vekilerinizden biri işini dövüp eziyet ediyor diğeride tecavüz kadına kalkan el kırılsın kopsun kahrolun#HDPdetecavüz"
1284467619379240961,0,1,2,
1284466450669895681,0,1,2,"En küçük bir konuda 
dünyayı ayağa kaldıran 
Sözde Kadın hakları savunucuları 
Çocuk katili ırz düşmanı
PKK’nın anne kucağından kaçırdığı
Bu masum çocuklar için bir günden bir güne tek kelime etmişmidirler acaba ? https://t.co/DwTWjnxTLv"
1284465395722792961,0,1,2,
1284464426410807296,0,1,2,
1284464314938789888,0,1,2,
1284464077797023744,0,1,2,
1284463673814274051,0,1,2,"Neden istifa etti Halktv,Cumhuriyet? Siz söyliyememissiniz ben söyliyim ; Bir kadına tecavüz eden sözde vekil Tuma Çelik. Irz düşmanlığında, iğrençlikte birbirleriyle yarışıyorlar.
Kadın hakları, barış diyen CHP, İP Neredesiniz ? https://t.co/Bu7R9BRHZ8"
1284463462257766401,0,1,2,"iki Hdpkk'lı milletvekili

Erkek olanın bir kadına tecavüz ettiği iddia ediliyor

Kadın olanın ise tecavüze uğrayan kadını şikayetten vazgeçirmeye çalıştığı iddia ediliyor

3. Kare ise Sorsan Türkiye’deki en büyük kadın hakları savunucusu olan sol kesim (temsili)

#HDPdetecavüz https://t.co/S8zS5YD8Fj"
1284461140374847489,0,1,2,"#HDPdetecavüz kadın hakları diye selehattin demirtaş ın karısı için ortalığı yıkan millet neredesiniz göremiyoruz.

Sapık#iğrenç #hayvani yaratıklar terörist #bebek katilleri"
1284458981898039296,0,1,2,"Tuma Çelik 2 çocuk annesi kadına tecavüz ediyor.
Diğer hdp li vekil Hüda Kaya kadını susması için ikna etmeye çalışıyor. Vay be kadın hakları savunucularına bak. Sonunda da kadının yuvası yıkılıyor. 
#HDPdetecavüz
#SusmaMardin"
1284458909324005376,0,1,2,
1284458679811678209,0,1,2,"Pkk dağda kendisine katılan kızlara tecavüz ederken, 
hdpli vekil tuma çelik de secim çalışmaları sırasında derneğe gelen kadına tecavüz etmiş.  
Hişt kadın hakları savunucuları 
 #HDPdetecavüz var desenize 

#KadınDuesmanıHDP

@Heyet_3rt 
@_BuyukTurkiye_"
1284458625147207682,0,1,2,
1284456084971884545,0,1,2,"Akp'li Şirin Ünal evinde çalışan Nadira Kadirova'ya tecavüz edip öldürdü.
Nadira'nın dosyası kapatılalı 71 gün oldu.
Bugün kadın hakları üzerine konuşacak son partisiniz siz.Propagandanız için sol partilerden çıkan taciz/şiddet olaylarına sevinen insanlarsınız siz."
1284455809796255745,0,1,2,
1284455007119716352,0,1,2,"Hdpkk'lı vekilin tecavüz olayı ortalığa saçıldı. Ensar Vakfı olayını aylarca gündemde tutan, kadın ve  LGBT dernekleri, chp ve hdp, birçok islam düşmanı kesim Ensar Vakfı üzerinden tüm müslümanlara kinlerini kustu

Şimdi ise yaşanan tecavüze çıtları çıkmıyor.

#HDPdetecavüz"
1284452457544916992,0,1,2,
1284450879706476544,0,1,2,"Tecavüz ,kadına şiddet, çocuk istismarı, LGBT, uyuşturucu , terör, vs  nerede pislik bir iş var hep bu ateşin çocuklarında #HDPdetecavüz"
1284449878001713152,0,1,2,
1284449624640585728,0,1,2,"Tecavüz eden de tecavüz edilen de Kürt ve kürt partisi HDP buna sessiz kalıyor, kapatmaya çalışıyor. Nerede kadın hakları, adalet ve çok savunduğunuz eşitlik. Zihniniz feodal hala. #HDPdetecavüz"
1284448980940840961,0,1,2,Hdp millet vekili ile ilgili tecavüz konusu var .ses yok şu solculardan chp den. çağdaş dernek ve kadın hakları savunucularından bu hangi mahallede olurda olsun sesinizi çıkarın Ah bide ülkücü olsa idi ilk biz tükürürüz yüzüne bilin .
1284448201014116353,0,1,2,"#HDPdetecavüz
Ozan güven kadın döver tık yok.

Hdp li Tuma Çelik (TECAVÜZ) eder tık yok.

Hdp li Mansur Işık eşini döver tık yok.

CHP den tık yok

Duyar kasan sözde sanatçılar dan 
tık yok.

Sözde feminist kadınlardan tık yok

BİN DEFA İKİYÜZLÜSÜNÜZ NOKTA. https://t.co/zbUVgAvqR6"
1284443590140321792,0,1,2,
1284442186273218560,0,1,2,"Pkksından fetösüne her türlü pislik var. Şimdi birde tecavüze bulaştılar. Kadın hakları diye bağırır ama alakası olmaz. Barış diye bağırır ama kan dökmeye devam eder. Özgürlük diye bağırır ama özgürlüğe karşı bir partidir HDP
#HDPdetecavuez
#HDPPKKdırKapatılsın"
1284437372797693953,0,1,2,
1284424103336837122,0,1,2,"Tecavüz bunlarda
VATAN HAINLIGI BUNLARDA
LGBT BUNLARDA
KADINA ŞİDDET BUNLARDA
MEDYANIN AKLADIGI SAKLADIGI BURADA
#PKKHDPNINPISLIKLERI
#Sozdekadinsozculeri
#tecavuzsucturhelebirsesverin
#tecavuzcuburadasizneredesinizgoygoycular https://t.co/0zPERnCVgl"
1284406634945679360,0,1,2,
1284399803863007233,0,1,2,"HDPli millet  vekili tuma çelik mardinde bir kadını taciz etmiş. ulan sözde kadın hakları savunucu bunlar, lanet olsun size iki yüzlü pislik insanlar"
1284169135480545282,0,1,2,
1284163030658449409,0,1,2,"Küçük kızları dağlara götürüp tecavüz eden sapık terör örgütü PKK'ın satın aldığı siber köpekler Kahraman Türk Askerine iftira atıyorlar.

Apo denen sapığın kadın erkek demeden kimlere ne işkencelerle tecavüz ettiklerini de anlatın!

#uzmcvslaraiftira https://t.co/WbuToqkd9y"
1284065781765083138,0,1,2,"#yallahhollandaya  Çocuk Suriyeli diyemi Antalya susuyor!!
 Antalya’da 15 yaşındaki Suriyeli çocuğa 5 kişi tecavüz ettikten sonra komalık edene kadar darp ettiler.
Sapkın lgbt'yi destekleyen ahlaksızlar!
Allah'ın azabı dünyada da üzerinize olsun!

#LGBTSapikliginaDurDe"
1284020053147516928,0,1,2,Demokrasi ve kadın hakları aşığı hdp nin milletvekili karısını dövmüş kadın şikayetçi olmuş ifadesini değiştirip dolap çarptı demiş onca masum öldüren silahlı terör ordusu  katil pkk larına demokrasi savunucu diyorlar da dolap mı çarpmayacak yaaa hdp li anne devlet sana da lazım
1284011406493462528,0,1,2,
1283993123270594561,0,1,2,"#yallahhollandaya
Vallahi ben hiç küçük bir çocuğa veya bir hayvana tecavüz eden bir LGBT duymadım.
Bunları yapan hasta ruhlar belli...Onları cehennemin dibine göndermek lazım asıl!
Ve ...
Sana ne? Bana ne? kardeşim! İnsanların özel hayatı sadece kendilerini ilgilendirir."
1283908603255103489,0,1,2,İradesiz it lgbt. İradene sahip çıkın sapıklar vatan haini ilan ediyorum sizi lgbt liler kudurun yoksunuz siz anlayın artık istediğiniz kadar havlayn.. #LGBTlerSusmuyor
1283866084282687488,0,1,2,"LGBT bir yaratılış kusuru değil bir tercihtir. Bu yüzdendir ki toplum yaşam ve etik kurallarını parçalayan, toplum düzenini bozan silahlı terör örgütlerinden farkı yoktur. Onun için derhal yasa çıkarılmalı LGBT terör örgütü LGBT liler terörist ilan edilmelidir. #LGBTlerSusmuyor"
1283378963029602306,0,1,2,"Bu hakaretin Hesabı Mutlaka sorulmalıdır!!
Elinizden geldiği kadariyla Lgbt Derneklerinin  Adreslerini yayinlayin 
Birileri intikam alacaktir elbete 

#RasulullahaHakaretAffedilmez"
1283335355366866944,0,1,2,"#ResulullahaHakaretAffedilmez

Bu Cennet Vatan'da
Peygamber Efendimize yapılan
Bu alçak saldırı
#LGBT'li alçakların planlı bir kakışmasıdır

Her türlü kutsalımıza savaş açan bu alçaklarla mücadelemiz
Ölümüne devam edecek
#15Temmuz'da bu ülkeyi nasıl kurtardığımızı unutmasınlar https://t.co/sNpqLxFG8G"
1283320505743872001,0,1,2,"Karısını kızını katalogdan seçen haşhaşilerin bir homoseksüel kardinalin peşinde ülkeyi ele geçirmek isterken pantolonlarını kaptırıp don atlet kaldığı günün adıdır #15Temmuz

O halde bugün yeniden bütün intikam duygularıyla,

ALLAH BELANI VERSİN F. GÜLEN..!

 #MilletinZaferi"
1283303293909897216,0,1,2,
1283289969835085824,0,1,2,"PKK devlet değildir, ancak devletler kadar güçlüdür. En deyme düzenli orduların baş edemediği büyük fedai kadın erkek gerilla özgürlük ordularına sahip. Türk devleti tüm halklar ve devletler için terörist bir tehdittir. Tüm onurlu halklar ve devletler PKK' nin yanında yer almalı."
1283269104305143808,0,1,2,"#RasulullahaHakaretAffedilmez
Affedene Lanet olsun.

*Bu hakareti hoş görene Lanet olsun.

*Lut kavminin ejdadına LGBT Destek verene Lanet olsun.

*Dinine,peygamberine Sahip çıkmayan müslüman geçinen münafıklara LANETOLSUN.

*Bunlardan medet uman Düşmana,Siyasete,Lanet olsun."
1283177023578558465,0,1,2,"Âlemlere rahmet olan peygamber efendimize(sav) yapılan bu şerefsizce ,adice ,pislik hakarete lanet olsun.Nasil bir yaratiklarsiniz sizler #lgbt pislikleri.Elbet, devletimizin ,sizin kökünüzü  kazıyacagı  vakit https://t.co/mcCdZOUiD5şaAllah.
#RasulullahaHakaretAffedilmez"
1283156588157689865,0,1,2,
1283145091960442882,0,1,2,LGBT lilere de bunları meşru kılacak yasaları çıkaranlara da lanet olsun. Allah tez zamanda helak oluşlarını görmeyi nasip etsin.#RasulullahaHakaretAffedilmez
