Label,Tweets
0,"@positive180, your Twitter page looks like  on big resolutions! Check it out: http://twtbg.me/?t=positive180"
0,sooo hot outside.. perfect night for a bon fire 
0,"boah, the second time today now that my macbook pro decided on its own to make a restart  wtf is going on here? getting evil"
0,@PaddyMustTweet &amp; @shondarhimes I SECOND THAT SHONDA! We miss you! 
1,@sharper865 Happy to oblige! Have him follow all of us as well. 
0,Annoyed with my body tonight - reading and going to bed 
1,@KayleeQ thnks for the help 
1,monster vs alien is a average movie !! but i love the jello character !! he is super lame but funny haha 
1,@sushmeet sure.  BTW there isnt any online gaming mode in #PS2 right?
1,@ohwhatevs &lt;3 twitter...less distracting than fb ay?  dude...soo random..oh wells ahha
0,didnt get a chance to see dance flick today  
1,i will go to Bali island ... 
0,"@gregray some tv shows are captioned, but I don't know how to search for them "
1,@thejetset ... and finally there's an iPhone app that is under review with Apple. It's the ultimate phonebook in my not so humble opinion 
1,"Soooooo blessed to have crazy talented friends who love me  Really, quite speechless. Hoping to have BerryGood with @hohofeel tonight!"
0,Mad excited!!! Now to go out in the rain. 
1,@Betsy103 ooo whats your name? mine is daniwilson92 
0,@mileycyrus why are you feeling a little  ?? can i help you?? i know i'm just a fan. but i'm a person 2 and i like help people love u M.
0,ne comprend absolument RIEN Ã¯Â¿Â½ twitter 
1,"@breimels  Let's liveblog something soon!  (your twin is doing it, and you know I must out-blog him!!)  "
0,@garcevisage  Aww did your mic work at all?
0,"after fighting with tweetdeck for a while I finally got my Tweetdeck window back, no clue what happened "
1,This is my Favorite new follower WelCum..!  @ddpuieeyaklt
1,@Brand_One haha i didnt know you could write to people. 2 job interviews today 
1,Up North working today and in NY for an interview tomorrow.  Also get to see Jess finally 
1,First 2 periods are freeee  don't have to go on until 11! Xx
0,has tons of work to do but she is very lazy lazy 
0,@PBRefSam Sucky   Hope it's not too bad and you heal up quick.
0,@Eddy_32 I hope u can go bitch  Vegas WILL NOT b da same without my cousin #1...
1,@keisha729 yessss of course..ur the best at it 
1,"@mattsmind  Digging the riff in that one. I have no idea what they are saying but hell, what metal song really can be understood? "
0,Day 4 of sleeping upright on the couch. Not fun at all.......... 
1,On a tour of AMAZING homes! I miss my friends right now! Need u guys!   Cya Monday!
0,"Sadly, still on body. "
1,@brinTONE I love you 
1,@SGJackson Logical guy! 
0,"@JonathanRKnight Jon, have you seen this Video already? http://bit.ly/m04Hw  I`m still waiting for an answer ...  "
0,@whattuplizz  you try buyng them? is it working for you?
1,@MiaMcK its ok  i kno u mean it ahhhhh
0,Ugh.  Looks like me haveta work into the night today 
0,"joe, jordan, and jon were all just in the @youngq chat and i missed it even though i was in there. only saw old vids playing "
0,i wonder what is she doing right now 
1,@babygirlparis watching your bff re-run!! Interesting how no one could tell u were under cover! Great acting!! Smart plan 
0,Just eaten at Walton pier. Feel well fat 
0,my flist is the hardest thing ever to catch up  I AM SUPPOSED TO BE WRITING LETTERS.
1,boring Sunday. weather's not too bad tho. shall aim to complete chinese paper 
1,You're giving me such a rush. :] I went and watched 17 Again. It was such a great movie. Thanks to Zac Efron.  Hot stuff right there.
0,@mgmyself hey what's up!! nobody wants to talk to me tonight. 
0,"Sunshine Coast - what a misnomer  should be called, Always-pissing-down Coast."
0,@toyamarie I was just thinking the same thing... I never take pics anymore 
1,Umm about to go to the beach and watch the sunrise... 
0,"not sure why, but discovery channel and nature shows in general make me sad "
0,had my wisdom teeth pulled last friday..............still in pain 
0,I need to sleep... but the rag quilt I just finished is in the dryer and I cant leave it there all night bc someone might steal it 
1,"@RevengOfTheVirg aww thank you so much ! you're sweet  and am getting there, just taking heeaps of rest. how are you btw ?"
0,SR 520 bike trail closed == 
0,I had a really emotional night. I don't want this to happen. 
0,got up at seven. even though no school. 
0,Baby crying 
0,"Also: This is the last year of Midnight Mass, this makes me sad. "
0,Watching So You Think You Can Dance makes me missing dancing 
1,@tommcfly sounds like one interesting experience! All relaxed now though? 
0,can't visit McGarBear in Athens &amp; is super bummed!  Now what? I still want an out-of-town trip! THINK!
1,"@ShannonLeto ,Bring me the horizon at the moment "
1,"@marjae Yep, that's the one "
0,can't sleep. tummy hurts.  ouch!
0,"Hubs just told me to bring some scissors to the hstp. to snip some locks of Ez's hair, is falling out faster now "
1,@cdlowell Yeah... I'm up that early 4 work most days... not a fun time of day... makes this time of day nap time 
1,@CCullenMD Thanks for the #followfriday Dr. C! 
0,@darealsuperwman and @shanellenajee so why did I drive all the way here to velvet and no1 is here. 
0,@queenkaye twin has been in some pain   How is happy valley? And sorry I haven't hit you back but I haven't chatted with anyone...no time
0,@simon__diamond brown but it looks black  at least its not red cos it would have looked like a period stain :/ &lt;3
1,@JonathanRKnight Awesome show tonight - I got some (okay a lot) of pictures of you. Pretty sure I captured that elusive Jon smile! 
1,nikki's house being maclicious. then scaryyy moviess. 
1,Is Hopefully going to go and see the new Hannah Montanna Movie tomorrow on my day off with Livvy + Ali  Should be fun!!
0,@buzzbishop I think you're pretty much hooped with that one! 
0,"@Rocks4Ever Awww love that's terrible, I didn't know your Dad was sick.     *hugs to you*  I will say a prayer for him!!"
1,I'm embarking on a day of re-installing software before recording the vocals to a new song Radio-Silence. Have a great weekend everybody! 
1,@westonbuck YES! 
0,@redvers rubbish 
1,i love when brokeback mountain won at the critics choice awards they played its so easy to fall in love....
1,&lt;--eating fresh homemade strawberry muffins with a 4 year old.  We successfully baked them with little mess 
0,"@grinthock Damnit  Well either way, trust me - it's the BEST IM app ever.  Have it on my iPod Touch and BB.  It's #epic"
1,"@wazza12 Did you buy the Bourne Blu-ray trilogy mate? What an amazing franchise of flicks. Oh, and how good are the Blues? "
0,I think moving brings out the worst in some people.. 
0,is ready for work to be over so she can crawl back in bed and maybe get a few hours sleep... 
0,Mmmm crap why am I sick  must sell 3 fusions regardless
1,@mattwaterman hey please follow @officialtila 
1,@katie_love hope you feel better girl! Cant wait to hear about your trip!  Love and peace.
0,"Oh no ! The MTV Movie Awards is on thursday in Denmark !  I wanna see it tonight, but I can't ... /:"
0,@iamdiddy watching T.V... everythings so borin 
1,Omg it's baking cookies for Matty day!!!! Yay! I can't wait till they are done and his care package can finally be mailed. 
0,I would really like cuddles right now 
0,@La_Tina U took too long. I was just gonna say I love you. 
1,"bye to all got to go now  | next time ulit (&quot;,"
1,"@sohmer  We all saw it coming, but that does not mean that it does not make us happy. "
1,@ijustine the gym is an awesome place! work it out 
1,"@andyiomoon Out of the gutter, now. "
1,http://www.dr-t.net/gardasil.html for the ignorant  
0,Is tired. I was walking.... walking.... and walking. 
0,@cojo OH NO!  I just googled it and it looks like it's on the 19th!  I head to Chicago on the 18th. Bummer.  
1,@SongzYuuup Lol 1 of ur fans was upset w/ me 4 asking does it irritate u when they get mad if u dont reply. O WELL! YUUUP!!! 
1,@ReadLead ?????~ ?? ??? ??? ??? ? ?????. ???? ??? ?? ??? ??? ??... 
1,@CossUs when did you reappear on here?? il drop you a txt before i call tomorrow or thursday. we'll tackle the writers block 
0,@squarespace But you said it was MY lucky number.  lol. #squarespace
0,Please give me my suitcase back! 
1,up &amp; at 'em at nearly the crack of dawn; 10 a.m. coffee required or my energy's gone!  
1,Today is a Great day! Thanks Tom for your Video  cao
0,@joshuagabie it will not work at all on that account. 
1,@xJennnyy lol! how would uk!? 
1,@d33pak ooh i do i do...i have been out of the net world for a week....now am back 
0,@DamnItKim why can't you tell me?........ 
0,@Sophiedreww because you went to jonas brothers and saw mcfly 
0,i love youu all... 
1,"Peace, Good morning "
0,@twilightnewborn OME  cullen kitty
1,@CCArquette Congrats!!!  and a very Happy Birthday to you and your little sweetie 
0,"Sigh..., back came back and reminded me that I'm not perfectly healed.  "
1,"ha, the toad is gonna write us up next time we don't tie our hair up &quot;properly&quot;. there won't be a &quot;next time&quot;  2 weeks.. or maybe 1?"
0,says It seems like I'm sacrificing 2009 for 2010. But 2009 was/is supposed to be MY year.  http://plurk.com/p/12hjp8
0,is now seriously broke &amp; completely has no more moolah left 
1,Im in love with @officialnjonas  
0,following geo peeps I won't have the chance to meet this year #where20 and #wherecamp I really envy u all attendees 
0,"Reports from Italy: 179 death, 34 missing, 1500 injured  #Italy #Earthquake (via RAI http://tinyurl.com/c5mja5 )"
0,Eww i feel really sick. 
1,"we're one, but we're not the same, we get to carry each other "
0,"@LadyChann thats what im saying, i went for the auditions before n never got in  bt they doing sum theatre thing for it this time BUT..."
1,@Deb75  I understand you may have a little payback offering Deb lol . Please feel free to share amongst friends 
0,"@mis_diva shops shops shops. thanks god for coles! I just had a shower, not onto washing (again) and more study  what you doing?"
0,I need a new wireless mouse 
0,where shall I go today?  i really don't feel like spending this beautiful sunny day at home ...
0,tummy ain't too friendly today  angin...angin... must be from all the laughin last nite:p
0,Does anyone know where to get Nissin Cup Noodles  in US? Any store online maybe?  I miss them 
0,"Have watched Star Trek twice. Where, where, where can I get the original series episodes? "
1,@Peter_Nehem oh those no pudge fudge brownies are delicious! I like them better than these but these are significantly healthier 
0,"Doing some design work, battle of the band reunion got cancelled.. hardly any bands turned up "
0,"but gosh i'm jealous on the @LyssaBrooke family! florida sounds sooo nice  sun, america, warm weather, bathing!!, can't get better hah "
1,Going here and there.. it's gonna be happy weekend I hope 
0,Selling my boy yorkie.. My son is allergic to dogs.. 
1,@souleyes65 @souleyes65  back at ya girl! have a great day!
0,"@natwebb haha yeah, just my friend just did that and i dont wanna seem like im copying her. "
0,"once upon a time I was falling in love...now I'm only falling apart. le clone, I misseth you. "
1,_Back! Kiely made my hair stickyy!!!  Youowe me big time Kiely!.  Lol butI love you.   And also all twitters. thank u for following me!
0,@FoxyRady the sad part is im not trying to make a fat face.... that is just how i look naturally. way to make me feel like shit Jackie 
0,wishes soulja boy would do a UK tour  really wanna see him live! the amazing man he is! (L)
0,@DemiDelia Nice ;) Too bad that i can't even see the preview to your show because of i am in Norway 
0,http://twitpic.com/5oo1y - I knew this hill wasn't fooking around. Someone was gonna pay the ultimate price. R.I.P. 
0,"Okay, cam hates me. Have to wait a while. If I'm unlucky until I'm home  sorry. Cross fingers"
0,@busted_ink I hate when that happens. 
1,@kungpowalexson hey alex i'm on my phone too! 
1,listening to songs  
0,My only friend that makes me laugh at work is leaving  now I will be bored.
1,"@ladygaga so when are you coming back to the states....specifically TEXAS...we love you down here too, ya know? "
1,I love my new tattoo and I love my little babycat qwerty. I know it's odd to some but it makes sense to me 
0,is realllly hungover. Give me cuddles 
1,"@taylorswift13 hey tayter, i would be like u to come to Indonesia pleaseee..... YOU ROCK !reply pleaseee... "
0,this heartburn feels like its punching a hole in my chest. 
0,wth ? - it said minus one from yesterday  iÃ¯Â¿Â½m sorry iÃ¯Â¿Â½ll be good i swear. maybe someones reporting me or... http://tumblr.com/x4g1uc2tq
1,recreating @ the RiverSpa today. 
0,"@skeletonxcrew nopee. exams started, didn't they? "
0,@misses_cupcake 
1,REMEMBER: The John Mayer Trio will be performing on The Tonight Show w/ Conan O'Brien on the June 4 show! Don't miss it!  #jmma
1,Shower.  and do you think this is a bad microphone stand? ( i made it myself  Hehe) http://twitpic.com/4iu41
0,I'am back to Tweetie 1.1.1. 
1,@blaqbutterfli appreciate that.. 
1,laying in bed trying to fall asleep... no luck. gonna play some tetris. 
1,Finally got a new iPod touch!! 
1,"@leebrownhill unfortunately its hard not to be sometimes, hope todays better for you "
0,"Waking up with a headache, though I drank no alcohol last night "
1,i think my foot is finally back to the point where i can go for a good morning walk today. And it's a nice overcast day... 
0,@GonzoLubel k go early 2rw &amp; run around screaming gonzo is the coolest person ever!  i just realized i never got my picture w/ morgan  lol
0,"@keeda well i am at home, down with fever "
1,I am The Stigs Fat Cousin 
0,"@danie9027 I can't help it, Detroit is so boring now!! "
1,"Oh, and big thanks to primatage for his guidance in getting this far. "
0,Omg wtf are yall goin thru tonite Orlando????? 
1,"@SherryFowler smaller the better, means more time with the guests, especially at the parties...plus Chris knows us already "
0,@XxHollyJoannexX im home alone in the house and imma scared  x
0,http://twitpic.com/7gbna - Portugal with the fam. Miss it 
0,how can a confession from a loved one be such a shock even though you knew about it long before they admitted it to you??? 
1,@underexpose Thanks! I'm reading it now 
1,says good morning  http://plurk.com/p/wgz9e
0,@Michale2010 you never sent me another picture 
0,@KRedCali86 Damn. But ok Kris if you say so. 
0,Mmmm.   Went flying my toys this morning at 6am.  I now have proof that the lighting pole in the park is stronger than my plane!  
0,"Its official, I am old, I've just looked at a list someone has posted on facebook and I don't recognise any bands/singers on it "
0,@KitiaraTomsen my girl is in tears im making her stay home.  
0,Dear spring: stop being so cold and rainy 
1,at home depot feeling very very manly    ............in the garden section near the flowers      
1,"@AIIisonIraheta awesome, thanks ill be there "
1,I have 100 followers. 
1,Updating my twitter since I haven't done that in 5 days 
0,i just wanna go to the concert. 
0,lost first game....... 
0,"I am still sick. So I am off to bed. Don't know if I'm going to school tomorrow, Mum will probably make me though "
0,@LucyGuy1 its just been boring and a lot of stress around the house  so how come urs is pretty good?
1,All home and tucked in. Thanks @bigogotswag for everything 2day! My bedtime snack? CORN!  It was tasty.  Nite nite! Zzzzzzzzzz
0,tweet stats are down 
1,"night  anyone who is up at 3 to hear midnight romeo, call me! lol"
1,"So according to Mr. Tagg, if I do this Peer Tutoring, he'll let me be an Environment Prefect next year. Yay for extra cred "
0,@whoissuresh Thanks for asking. But not good at all. 
0,it's hard being productive w/ the lights flickering on and off: storms: y a y 
0,@MzPurp  Thats no good.. have a usb cord? plug into to ya pc or something
0,@acalaa lmao? nope. it decided that it was time to go to cell phone heaven with its long-legged life 
0,@wearmoa I bet! I spent all day doing my little batts!! l added in lots etc so you know!did a few pics will post next!  sorry about camera
0,ooowh I got a tile in my finger!  it hurts so BAD!
0,@ work and a lot of shit to do today 
0,@fionaflaherty Fi?? something wrong??  x
0,And apparently my mom got dinner for everyone while i was editting and didn't get me any. Great. 
1,Cannot begin to explain how much I love family 
1,"@Renee3 would I strive for anything but perfection? Come on, I thought you knew me better than that. "
1,"@achillesmama Yum yum!  Have a great day, Bonnie.  Just tweeting off. Hope to tweet with you tomorrow "
1,"@zombiefreak Never, my dear twin brotha from anotha motha. "
1,Rock Band Unplugged for the PSP is so cool. 
0,"@billsimmon Don't know about The Smitters  Acting normally, but tail not moving. Doesn't seem painful so prob not fracture."
1,So? Who's going to this thing with me?  http://council.nyc.gov/downloads/pdf/pride2009invite.pdf
1,Going to Mall Of America with Holly. 
0,&quot;Grandpas funeral is on Friday not Thursday SAD 
0,@Daneomite I've found that I can't do as effect a parking lot do-nut with a Vespa. Hertz won't rent Porsches to me any more though. 
1,"@Rebecca_Reece erm.... Yepp, lots of kids at the theatre when we went, he'll enjoy it for sure "
0,BEING THE RULE IS NEVER EASY!  BUT WITH IN DUE TIME IT WILL BE GRRRREAT LOL I HOPE I DONT HAVE TO FOLLOW THE RULE TO LONG! WAITING SUX!!!
1,@kislakiruben tnx mister cocktail (al carui nume nu am sa-l public  )
0,@wygba i must try those! damn i forgot u said they were the bomb. i shoulda told him to get me those instead damn it 
0,@DumbyLove  I'm sorry. Something I did?
1,@edwardharran awesomeness...thanks mate 
1,@sarahstanley P.S. didnt really care for the auto response from boxbe... but i guess u get LOTS of spam... u should DM ur email then 
0,@KCLAnderson I fast forwarded thru all that ending stuff 
0,catching up on @perezhilton.. havent read it all weekend  omg need my fix
0,is super stressed about school   i can't fail!!!
1,@cobbap Things are nice and quiet -just the way I want it today.  Whats on sched for you in the desert today?
1,"IÃÂ´m baking cakes, bread - everything for the surpriseparty tomorrow... I have to get up at 5 AM, and be at ÃËsterbro at 7 AM...  Goodnight!"
1,@michelereinach Molly was born on my birthday!!!! *cue twilight zone music*  
1,another great sunday.  tally em up!
1,@NewYork_Dreamer well you did know i was only your friend because i like to wack you with your ruler 
1,"@FuzzyMonsters what, you're now goin out?? have fun babe  hope you had a good birthday!!"
1,"@thatjames Isn't it those open flap, easy access type things?  And yes, wink wink wiggle wiggle smarty pants outed himself! "
1,@happymrlocust sorry.. Just swedish peoplez then! 
1,Is sporting glow sticks 
0,@tognarcow there were definitely some teary moments  
1,Hello hello helo everyoneeeeeeee 
1,tired but cant go to bed. had fun with pj 
0,I want to see @metrostation in madrid  Wish I had the moneyyyyy
0,"Wow, I'm feeling unwell today, I think I might have to just lie in bed all day, it hurts to sit in my chair  my tummy hurtsss"
1,After some needed time away......I'm BACK!!!!! Hope everyone is doing well and having a great day 
1,@Spindaisy I slept well 
0,its storming 
0,@ddlovato  I hope you get your voice back soon!! I remember when I was sick like right before my play and i was worried i'd lose my voice.
0,Boo Windows Update making me wait to install Sims 3 
1,"Yeah, @FeliciaSlattery, now @RicciNeer has really done it.. oh no, the pressure  #followfriday"
1,"life is good at the minute, ourgoal launch was ace and personal life going good too,so happy days "
0,@blaqberry AW... I was too slow for the 'puffs' 
1,Wishing my Am a Happy 20th!!!! Out all day &amp; out all night! Can't wait 
1,"#musicmonday Maybe old news, but Matt &amp; Kim make delicious fun-sized song nuggets. PS., Patrick Wolf in 6 days "
1,"@mkdieb this is a list of the Greek foods I tried, chicken souvlaki, pastitsio, tiropita, yahni beans, tsoureki, finikia...OPA!! "
0,"@DJ_AM I wish I could have gone, but I was stuck at work in Berkeley! "
1,@JenRave call and tell you're getting poisoned and going to sue them 
0,Going to wash my hsirr....hardly slept a wink last night; too warm!&amp; I have an eng Lang gcse today 
1,Repeating that info for those folks who somehow don't turn on their computer over the weekend 
1,still up at 2:30 in the morning. That's more like it for my schedule. This waking up early thing was getting a bit old 
1,I don't think people really should have a jobs and work? It's tiring. Especially after Bank Holiday weekend. 
1,"@IAmJayO Hi Contact @KRAPPS. They may be able to help you. I'm out of town right now, but leave me a message here if you still need help "
1,@MariahCarey hi! is it really you? 
1,"@arosefull hey mama!  i'm good. waching nemo, fb stalking, doing waaaay too many things at once! how bout you? having a good weekend?"
0,Wow I haven't tweeted in a while and I bet no one missed me! 
1,Is having HYSTERICS OVER THE NEW MOON Trailer!!!!!!!!!!!!!!!! OMG OMG OMG  
1,is letting creativity sink in. filmy film. 
1,Just had enormous compliment from my contemporary dance teacher &quot;it really suits you&quot; line. Wake me up when september ends 
1,@therealemily brother just lost 6 last night too - but we WILL be challenging it 
1,@ahissrich I'm down and could use the break  See you at 1pm at Breadline!
0,can't login to twitter via  #twitterific
1,@ravenswann Frenchy hasn't commented me yet but I hope she does sometime.  Cornfed &amp; Cali did tho!! They're sweethearts too.
1,@poots Well Brock House is in for a happy day then - your banana bread is legendary!   (Nick a bit off the end and send it in sliced!)
1,"Lights will  guide you home, and i will try.. to fix you "
1,@ozdj Yeah that's ok - not paranoid about disclosure.. there are enough measures in place and steps ya take to make sure netbank is safe 
1,"@the_anykey They are afraid that @esloof, @B_renda and I will join the contest "
1,"@jaynenorthover lol goon. 8:ish? good  still have to talk to dad about it, but either way youre coming tomine :] hhaa"
1,Watching SNL with my Babe now...Can't wait to watch the new Dane Cook show tomorrow night 
